Task_id,Task_name,Description,Assigned_to,Progress,Priority,Completion_time,Deadline,User_sentiment,Processed_description,Desc_word_count,Processed_token_count
T1573,Task 001 of Innovation of a Classroom Project 092,"Task involves critical work for the General Project. This task has a medium priority and is expected to be completed in approximately 22 hours. The deadline for this task is 2024-11-26. Current user sentiment is 'overwhelmed', which may impact performance.",Eve,0.04,Medium,22,2024-11-26,Overwhelmed,task involve critical work general project task medium priority expect complete approximately hour deadline task current user sentiment overwhelmed may impact performance,40,22
T1574,Task 002 of Innovation of a Classroom Project 092,"Task involves critical work for the General Project. This task has a medium priority and is expected to be completed in approximately 13 hours. The deadline for this task is 2024-09-25. Current user sentiment is 'satisfied', which may impact performance.",Charlie,1.0,Medium,13,2024-09-25,Satisfied,task involve critical work general project task medium priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,40,22
T1575,Task 003 of Innovation of a Classroom Project 092,"Task involves critical work for the General Project. This task has a high priority and is expected to be completed in approximately 11 hours. The deadline for this task is 2024-09-25. Current user sentiment is 'focused', which may impact performance.",David,1.0,High,11,2024-09-25,Focused,task involve critical work general project task high priority expect complete approximately hour deadline task current user sentiment focused may impact performance,40,22
T1576,Task 001 of Construction of a Hospital Wing Project 093,"Task involves critical work for the General Project. This task has a low priority and is expected to be completed in approximately 40 hours. The deadline for this task is 2024-09-21. Current user sentiment is 'content', which may impact performance.",Alice,1.0,Low,40,2024-09-21,Content,task involve critical work general project task low priority expect complete approximately hour deadline task current user sentiment content may impact performance,40,22
T1577,Task 002 of Construction of a Hospital Wing Project 093,"Task involves critical work for the General Project. This task has a low priority and is expected to be completed in approximately 31 hours. The deadline for this task is 2025-04-19. Current user sentiment is 'satisfied', which may impact performance.",Grace,0.75,Low,31,2025-04-19,Satisfied,task involve critical work general project task low priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,40,22
T1578,Task 003 of Construction of a Hospital Wing Project 093,"Task involves critical work for the General Project. This task has a low priority and is expected to be completed in approximately 0 hours. The deadline for this task is 2024-09-21. Current user sentiment is 'satisfied', which may impact performance.",Charlie,1.0,Low,0,2024-09-21,Satisfied,task involve critical work general project task low priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,40,22
T1579,Task 001 of Road Expansion Project 094,"Task 001 involves critical work for the Road Expansion Project 094. This task has a high priority and is expected to be completed in approximately 13 hours. The deadline for this task is 2024-10-06. Current user sentiment is 'cautious', which may impact performance.",Grace,0.44,High,13,2024-10-06,Cautious,task involve critical work road expansion project task high priority expect complete approximately hour deadline task current user sentiment cautious may impact performance,43,23
T1580,Task 002 of Road Expansion Project 094,"Task 002 involves critical work for the Road Expansion Project 094. This task has a high priority and is expected to be completed in approximately 20 hours. The deadline for this task is 2024-09-29. Current user sentiment is 'neutral', which may impact performance.",Ivy,0.42,High,20,2024-09-29,Neutral,task involve critical work road expansion project task high priority expect complete approximately hour deadline task current user sentiment neutral may impact performance,43,23
T1581,Task 003 of Road Expansion Project 094,"Task 003 involves critical work for the Road Expansion Project 094. This task has a medium priority and is expected to be completed in approximately 39 hours. The deadline for this task is 2024-09-23. Current user sentiment is 'neutral', which may impact performance.",Charlie,0.37,Medium,39,2024-09-23,Neutral,task involve critical work road expansion project task medium priority expect complete approximately hour deadline task current user sentiment neutral may impact performance,43,23
T1582,Task 001 of Bridge Maintenance Project 095,"Task 001 involves critical work for the Bridge Maintenance Project 095. This task has a medium priority and is expected to be completed in approximately 24 hours. The deadline for this task is 2024-08-02. Current user sentiment is 'content', which may impact performance.",Eve,0.81,Medium,24,2024-08-02,Content,task involve critical work bridge maintenance project task medium priority expect complete approximately hour deadline task current user sentiment content may impact performance,43,23
T1583,Task 002 of Bridge Maintenance Project 095,"Task 002 involves critical work for the Bridge Maintenance Project 095. This task has a low priority and is expected to be completed in approximately 34 hours. The deadline for this task is 2024-06-29. Current user sentiment is 'satisfied', which may impact performance.",Grace,0.97,Low,34,2024-06-29,Satisfied,task involve critical work bridge maintenance project task low priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,43,23
T1584,Task 003 of Bridge Maintenance Project 095,"Task 003 involves critical work for the Bridge Maintenance Project 095. This task has a high priority and is expected to be completed in approximately 7 hours. The deadline for this task is 2024-07-27. Current user sentiment is 'cautious', which may impact performance.",Charlie,0.58,High,7,2024-07-27,Cautious,task involve critical work bridge maintenance project task high priority expect complete approximately hour deadline task current user sentiment cautious may impact performance,43,23
T1585,Task 001 of Office Building Renovation Project 096,"Task 001 involves critical work for the Office Building Renovation Project 096. This task has a low priority and is expected to be completed in approximately 17 hours. The deadline for this task is 2025-05-06. Current user sentiment is 'hopeful', which may impact performance.",Alice,0.69,Low,17,2025-05-06,Hopeful,task involve critical work office building renovation project task low priority expect complete approximately hour deadline task current user sentiment hopeful may impact performance,44,24
T1586,Task 002 of Office Building Renovation Project 096,"Task 002 involves critical work for the Office Building Renovation Project 096. This task has a medium priority and is expected to be completed in approximately 20 hours. The deadline for this task is 2025-01-05. Current user sentiment is 'frustrated', which may impact performance.",Frank,0.08,Medium,20,2025-01-05,Frustrated,task involve critical work office building renovation project task medium priority expect complete approximately hour deadline task current user sentiment frustrated may impact performance,44,24
T1587,Task 003 of Office Building Renovation Project 096,"Task 003 involves critical work for the Office Building Renovation Project 096. This task has a high priority and is expected to be completed in approximately 32 hours. The deadline for this task is 2025-03-09. Current user sentiment is 'focused', which may impact performance.",Ivy,0.92,High,32,2025-03-09,Focused,task involve critical work office building renovation project task high priority expect complete approximately hour deadline task current user sentiment focused may impact performance,44,24
T1588,Task 001 of Apartment Complex Development Project 097,"Task 001 involves critical work for the Apartment Complex Development Project 097. This task has a high priority and is expected to be completed in approximately 9 hours. The deadline for this task is 2024-12-08. Current user sentiment is 'cautious', which may impact performance.",Ivy,0.5,High,9,2024-12-08,Cautious,task involve critical work apartment complex development project task high priority expect complete approximately hour deadline task current user sentiment cautious may impact performance,44,24
T1589,Task 002 of Apartment Complex Development Project 097,"Task 002 involves critical work for the Apartment Complex Development Project 097. This task has a medium priority and is expected to be completed in approximately 17 hours. The deadline for this task is 2025-03-08. Current user sentiment is 'overwhelmed', which may impact performance.",Grace,0.2,Medium,17,2025-03-08,Overwhelmed,task involve critical work apartment complex development project task medium priority expect complete approximately hour deadline task current user sentiment overwhelmed may impact performance,44,24
T1590,Task 003 of Apartment Complex Development Project 097,"Task 003 involves critical work for the Apartment Complex Development Project 097. This task has a high priority and is expected to be completed in approximately 32 hours. The deadline for this task is 2024-12-21. Current user sentiment is 'hopeful', which may impact performance.",Ivy,0.66,High,32,2024-12-21,Hopeful,task involve critical work apartment complex development project task high priority expect complete approximately hour deadline task current user sentiment hopeful may impact performance,44,24
T1591,Task 001 of Commercial Center Construction Project 098,"Task 001 involves critical work for the Commercial Center Construction Project 098. This task has a medium priority and is expected to be completed in approximately 12 hours. The deadline for this task is 2025-01-23. Current user sentiment is 'hopeful', which may impact performance.",Alice,0.67,Medium,12,2025-01-23,Hopeful,task involve critical work commercial center construction project task medium priority expect complete approximately hour deadline task current user sentiment hopeful may impact performance,44,24
T1592,Task 002 of Commercial Center Construction Project 098,"Task 002 involves critical work for the Commercial Center Construction Project 098. This task has a medium priority and is expected to be completed in approximately 25 hours. The deadline for this task is 2025-01-28. Current user sentiment is 'content', which may impact performance.",Charlie,0.83,Medium,25,2025-01-28,Content,task involve critical work commercial center construction project task medium priority expect complete approximately hour deadline task current user sentiment content may impact performance,44,24
T1593,Task 003 of Commercial Center Construction Project 098,"Task 003 involves critical work for the Commercial Center Construction Project 098. This task has a high priority and is expected to be completed in approximately 20 hours. The deadline for this task is 2025-04-27. Current user sentiment is 'neutral', which may impact performance.",Charlie,0.3,High,20,2025-04-27,Neutral,task involve critical work commercial center construction project task high priority expect complete approximately hour deadline task current user sentiment neutral may impact performance,44,24
T1594,Task 001 of Highway Reconstruction Project 099,"Task 001 involves critical work for the Highway Reconstruction Project 099. This task has a medium priority and is expected to be completed in approximately 7 hours. The deadline for this task is 2024-12-22. Current user sentiment is 'anxious', which may impact performance.",Charlie,0.14,Medium,7,2024-12-22,Anxious,task involve critical work highway reconstruction project task medium priority expect complete approximately hour deadline task current user sentiment anxious may impact performance,43,23
T1595,Task 002 of Highway Reconstruction Project 099,"Task 002 involves critical work for the Highway Reconstruction Project 099. This task has a high priority and is expected to be completed in approximately 5 hours. The deadline for this task is 2025-03-01. Current user sentiment is 'hopeful', which may impact performance.",Ivy,0.36,High,5,2025-03-01,Hopeful,task involve critical work highway reconstruction project task high priority expect complete approximately hour deadline task current user sentiment hopeful may impact performance,43,23
T1596,Task 003 of Highway Reconstruction Project 099,"Task 003 involves critical work for the Highway Reconstruction Project 099. This task has a high priority and is expected to be completed in approximately 19 hours. The deadline for this task is 2025-03-11. Current user sentiment is 'relieved', which may impact performance.",Eve,0.91,High,19,2025-03-11,Relieved,task involve critical work highway reconstruction project task high priority expect complete approximately hour deadline task current user sentiment relieve may impact performance,43,23
T1597,Task 001 of Airport Expansion Project 100,"Task 001 involves critical work for the Airport Expansion Project 100. This task has a medium priority and is expected to be completed in approximately 30 hours. The deadline for this task is 2024-09-02. Current user sentiment is 'content', which may impact performance.",Charlie,0.85,Medium,30,2024-09-02,Content,task involve critical work airport expansion project task medium priority expect complete approximately hour deadline task current user sentiment content may impact performance,43,23
T1598,Task 002 of Airport Expansion Project 100,"Task 002 involves critical work for the Airport Expansion Project 100. This task has a medium priority and is expected to be completed in approximately 12 hours. The deadline for this task is 2024-08-30. Current user sentiment is 'overwhelmed', which may impact performance.",David,0.02,Medium,12,2024-08-30,Overwhelmed,task involve critical work airport expansion project task medium priority expect complete approximately hour deadline task current user sentiment overwhelmed may impact performance,43,23
T1599,Task 003 of Airport Expansion Project 100,"Task 003 involves critical work for the Airport Expansion Project 100. This task has a medium priority and is expected to be completed in approximately 38 hours. The deadline for this task is 2024-08-30. Current user sentiment is 'satisfied', which may impact performance.",Alice,0.86,Medium,38,2024-08-30,Satisfied,task involve critical work airport expansion project task medium priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,43,23
T1600,Task 001 of Renovation of a School Project 001,"Task involves critical work for the General Project. This task has a medium priority and is expected to be completed in approximately 12 hours. The deadline for this task is 2024-08-08. Current user sentiment is 'overwhelmed', which may impact performance.",Bob,0.24,Medium,12,2024-08-08,Overwhelmed,task involve critical work general project task medium priority expect complete approximately hour deadline task current user sentiment overwhelmed may impact performance,40,22
T1601,Task 002 of Renovation of a School Project 001,"Task involves critical work for the General Project. This task has a high priority and is expected to be completed in approximately 4 hours. The deadline for this task is 2024-08-12. Current user sentiment is 'cautious', which may impact performance.",Charlie,0.56,High,4,2024-08-12,Cautious,task involve critical work general project task high priority expect complete approximately hour deadline task current user sentiment cautious may impact performance,40,22
T1602,Task 003 of Renovation of a School Project 001,"Task involves critical work for the General Project. This task has a high priority and is expected to be completed in approximately 5 hours. The deadline for this task is 2024-08-10. Current user sentiment is 'focused', which may impact performance.",Charlie,1.0,High,5,2024-08-10,Focused,task involve critical work general project task high priority expect complete approximately hour deadline task current user sentiment focused may impact performance,40,22
T1603,Task 001 of Innovation of a Classroom Project 002,"Task involves critical work for the General Project. This task has a high priority and is expected to be completed in approximately 24 hours. The deadline for this task is 2025-07-12. Current user sentiment is 'cautious', which may impact performance.",Charlie,0.33,High,24,2025-07-12,Cautious,task involve critical work general project task high priority expect complete approximately hour deadline task current user sentiment cautious may impact performance,40,22
T1604,Task 002 of Innovation of a Classroom Project 002,"Task involves critical work for the General Project. This task has a medium priority and is expected to be completed in approximately 26 hours. The deadline for this task is 2025-06-26. Current user sentiment is 'hopeful', which may impact performance.",Charlie,0.32,Medium,26,2025-06-26,Hopeful,task involve critical work general project task medium priority expect complete approximately hour deadline task current user sentiment hopeful may impact performance,40,22
T1605,Task 003 of Innovation of a Classroom Project 002,"Task involves critical work for the General Project. This task has a low priority and is expected to be completed in approximately 28 hours. The deadline for this task is 2025-03-25. Current user sentiment is 'overwhelmed', which may impact performance.",Alice,0.29,Low,28,2025-03-25,Overwhelmed,task involve critical work general project task low priority expect complete approximately hour deadline task current user sentiment overwhelmed may impact performance,40,22
T1606,Task 001 of Construction of a Hospital Wing Project 003,"Task involves critical work for the General Project. This task has a low priority and is expected to be completed in approximately 7 hours. The deadline for this task is 2024-08-22. Current user sentiment is 'satisfied', which may impact performance.",Grace,1.0,Low,7,2024-08-22,Satisfied,task involve critical work general project task low priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,40,22
T1607,Task 002 of Construction of a Hospital Wing Project 003,"Task involves critical work for the General Project. This task has a medium priority and is expected to be completed in approximately 23 hours. The deadline for this task is 2024-09-25. Current user sentiment is 'satisfied', which may impact performance.",Frank,1.0,Medium,23,2024-09-25,Satisfied,task involve critical work general project task medium priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,40,22
T1608,Task 003 of Construction of a Hospital Wing Project 003,"Task involves critical work for the General Project. This task has a medium priority and is expected to be completed in approximately 13 hours. The deadline for this task is 2024-08-22. Current user sentiment is 'content', which may impact performance.",Grace,1.0,Medium,13,2024-08-22,Content,task involve critical work general project task medium priority expect complete approximately hour deadline task current user sentiment content may impact performance,40,22
T1609,Task 001 of Road Expansion Project 004,"Task 001 involves critical work for the Road Expansion Project 004. This task has a medium priority and is expected to be completed in approximately 28 hours. The deadline for this task is 2024-05-06. Current user sentiment is 'content', which may impact performance.",Frank,1.0,Medium,28,2024-05-06,Content,task involve critical work road expansion project task medium priority expect complete approximately hour deadline task current user sentiment content may impact performance,43,23
T1610,Task 002 of Road Expansion Project 004,"Task 002 involves critical work for the Road Expansion Project 004. This task has a high priority and is expected to be completed in approximately 26 hours. The deadline for this task is 2024-05-05. Current user sentiment is 'relieved', which may impact performance.",Charlie,0.99,High,26,2024-05-05,Relieved,task involve critical work road expansion project task high priority expect complete approximately hour deadline task current user sentiment relieve may impact performance,43,23
T1611,Task 003 of Road Expansion Project 004,"Task 003 involves critical work for the Road Expansion Project 004. This task has a medium priority and is expected to be completed in approximately 18 hours. The deadline for this task is 2024-05-10. Current user sentiment is 'content', which may impact performance.",Charlie,0.74,Medium,18,2024-05-10,Content,task involve critical work road expansion project task medium priority expect complete approximately hour deadline task current user sentiment content may impact performance,43,23
T1612,Task 001 of Bridge Maintenance Project 005,"Task 001 involves critical work for the Bridge Maintenance Project 005. This task has a medium priority and is expected to be completed in approximately 18 hours. The deadline for this task is 2025-07-31. Current user sentiment is 'content', which may impact performance.",Charlie,0.78,Medium,18,2025-07-31,Content,task involve critical work bridge maintenance project task medium priority expect complete approximately hour deadline task current user sentiment content may impact performance,43,23
T1613,Task 002 of Bridge Maintenance Project 005,"Task 002 involves critical work for the Bridge Maintenance Project 005. This task has a medium priority and is expected to be completed in approximately 7 hours. The deadline for this task is 2024-08-02. Current user sentiment is 'content', which may impact performance.",Frank,1.0,Medium,7,2024-08-02,Content,task involve critical work bridge maintenance project task medium priority expect complete approximately hour deadline task current user sentiment content may impact performance,43,23
T1614,Task 003 of Bridge Maintenance Project 005,"Task 003 involves critical work for the Bridge Maintenance Project 005. This task has a high priority and is expected to be completed in approximately 0 hours. The deadline for this task is 2025-06-30. Current user sentiment is 'frustrated', which may impact performance.",Grace,0.04,High,0,2025-06-30,Frustrated,task involve critical work bridge maintenance project task high priority expect complete approximately hour deadline task current user sentiment frustrated may impact performance,43,23
T1615,Task 001 of Office Building Renovation Project 006,"Task 001 involves critical work for the Office Building Renovation Project 006. This task has a low priority and is expected to be completed in approximately 9 hours. The deadline for this task is 2024-09-11. Current user sentiment is 'content', which may impact performance.",Alice,1.0,Low,9,2024-09-11,Content,task involve critical work office building renovation project task low priority expect complete approximately hour deadline task current user sentiment content may impact performance,44,24
T1616,Task 002 of Office Building Renovation Project 006,"Task 002 involves critical work for the Office Building Renovation Project 006. This task has a medium priority and is expected to be completed in approximately 40 hours. The deadline for this task is 2024-09-11. Current user sentiment is 'satisfied', which may impact performance.",Frank,1.0,Medium,40,2024-09-11,Satisfied,task involve critical work office building renovation project task medium priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,44,24
T1617,Task 003 of Office Building Renovation Project 006,"Task 003 involves critical work for the Office Building Renovation Project 006. This task has a high priority and is expected to be completed in approximately 40 hours. The deadline for this task is 2025-02-20. Current user sentiment is 'overwhelmed', which may impact performance.",Charlie,0.07,High,40,2025-02-20,Overwhelmed,task involve critical work office building renovation project task high priority expect complete approximately hour deadline task current user sentiment overwhelmed may impact performance,44,24
T1618,Task 001 of Apartment Complex Development Project 007,"Task 001 involves critical work for the Apartment Complex Development Project 007. This task has a high priority and is expected to be completed in approximately 32 hours. The deadline for this task is 2024-11-17. Current user sentiment is 'neutral', which may impact performance.",Ivy,0.62,High,32,2024-11-17,Neutral,task involve critical work apartment complex development project task high priority expect complete approximately hour deadline task current user sentiment neutral may impact performance,44,24
T1619,Task 002 of Apartment Complex Development Project 007,"Task 002 involves critical work for the Apartment Complex Development Project 007. This task has a medium priority and is expected to be completed in approximately 25 hours. The deadline for this task is 2024-11-29. Current user sentiment is 'satisfied', which may impact performance.",Grace,0.85,Medium,25,2024-11-29,Satisfied,task involve critical work apartment complex development project task medium priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,44,24
T1620,Task 003 of Apartment Complex Development Project 007,"Task 003 involves critical work for the Apartment Complex Development Project 007. This task has a low priority and is expected to be completed in approximately 10 hours. The deadline for this task is 2024-11-17. Current user sentiment is 'satisfied', which may impact performance.",Ivy,0.92,Low,10,2024-11-17,Satisfied,task involve critical work apartment complex development project task low priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,44,24
T1621,Task 001 of Commercial Center Construction Project 008,"Task 001 involves critical work for the Commercial Center Construction Project 008. This task has a medium priority and is expected to be completed in approximately 17 hours. The deadline for this task is 2024-09-13. Current user sentiment is 'neutral', which may impact performance.",Alice,0.59,Medium,17,2024-09-13,Neutral,task involve critical work commercial center construction project task medium priority expect complete approximately hour deadline task current user sentiment neutral may impact performance,44,24
T1622,Task 002 of Commercial Center Construction Project 008,"Task 002 involves critical work for the Commercial Center Construction Project 008. This task has a low priority and is expected to be completed in approximately 21 hours. The deadline for this task is 2024-11-05. Current user sentiment is 'overwhelmed', which may impact performance.",Charlie,0.26,Low,21,2024-11-05,Overwhelmed,task involve critical work commercial center construction project task low priority expect complete approximately hour deadline task current user sentiment overwhelmed may impact performance,44,24
T1623,Task 003 of Commercial Center Construction Project 008,"Task 003 involves critical work for the Commercial Center Construction Project 008. This task has a high priority and is expected to be completed in approximately 7 hours. The deadline for this task is 2024-10-19. Current user sentiment is 'hopeful', which may impact performance.",Charlie,0.45,High,7,2024-10-19,Hopeful,task involve critical work commercial center construction project task high priority expect complete approximately hour deadline task current user sentiment hopeful may impact performance,44,24
T1624,Task 001 of Highway Reconstruction Project 009,"Task 001 involves critical work for the Highway Reconstruction Project 009. This task has a high priority and is expected to be completed in approximately 35 hours. The deadline for this task is 2025-04-28. Current user sentiment is 'hopeful', which may impact performance.",Charlie,0.36,High,35,2025-04-28,Hopeful,task involve critical work highway reconstruction project task high priority expect complete approximately hour deadline task current user sentiment hopeful may impact performance,43,23
T1625,Task 002 of Highway Reconstruction Project 009,"Task 002 involves critical work for the Highway Reconstruction Project 009. This task has a medium priority and is expected to be completed in approximately 2 hours. The deadline for this task is 2025-06-01. Current user sentiment is 'satisfied', which may impact performance.",Ivy,0.88,Medium,2,2025-06-01,Satisfied,task involve critical work highway reconstruction project task medium priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,43,23
T1626,Task 003 of Highway Reconstruction Project 009,"Task 003 involves critical work for the Highway Reconstruction Project 009. This task has a low priority and is expected to be completed in approximately 26 hours. The deadline for this task is 2025-05-26. Current user sentiment is 'content', which may impact performance.",Charlie,0.97,Low,26,2025-05-26,Content,task involve critical work highway reconstruction project task low priority expect complete approximately hour deadline task current user sentiment content may impact performance,43,23
T1627,Task 001 of Airport Expansion Project 010,"Task 001 involves critical work for the Airport Expansion Project 010. This task has a high priority and is expected to be completed in approximately 32 hours. The deadline for this task is 2024-06-15. Current user sentiment is 'anxious', which may impact performance.",Grace,0.1,High,32,2024-06-15,Anxious,task involve critical work airport expansion project task high priority expect complete approximately hour deadline task current user sentiment anxious may impact performance,43,23
T1628,Task 002 of Airport Expansion Project 010,"Task 002 involves critical work for the Airport Expansion Project 010. This task has a high priority and is expected to be completed in approximately 16 hours. The deadline for this task is 2024-06-08. Current user sentiment is 'relieved', which may impact performance.",Alice,0.7,High,16,2024-06-08,Relieved,task involve critical work airport expansion project task high priority expect complete approximately hour deadline task current user sentiment relieve may impact performance,43,23
T1629,Task 003 of Airport Expansion Project 010,"Task 003 involves critical work for the Airport Expansion Project 010. This task has a low priority and is expected to be completed in approximately 11 hours. The deadline for this task is 2024-05-26. Current user sentiment is 'neutral', which may impact performance.",Charlie,0.6,Low,11,2024-05-26,Neutral,task involve critical work airport expansion project task low priority expect complete approximately hour deadline task current user sentiment neutral may impact performance,43,23
T1630,Task 001 of Shopping Mall Renovation Project 011,"Task 001 involves critical work for the Shopping Mall Renovation Project 011. This task has a high priority and is expected to be completed in approximately 15 hours. The deadline for this task is 2024-07-28. Current user sentiment is 'cautious', which may impact performance.",Eve,0.64,High,15,2024-07-28,Cautious,task involve critical work shopping mall renovation project task high priority expect complete approximately hour deadline task current user sentiment cautious may impact performance,44,24
T1631,Task 002 of Shopping Mall Renovation Project 011,"Task 002 involves critical work for the Shopping Mall Renovation Project 011. This task has a high priority and is expected to be completed in approximately 40 hours. The deadline for this task is 2024-08-19. Current user sentiment is 'cautious', which may impact performance.",Eve,0.44,High,40,2024-08-19,Cautious,task involve critical work shopping mall renovation project task high priority expect complete approximately hour deadline task current user sentiment cautious may impact performance,44,24
T1632,Task 003 of Shopping Mall Renovation Project 011,"Task 003 involves critical work for the Shopping Mall Renovation Project 011. This task has a high priority and is expected to be completed in approximately 1 hours. The deadline for this task is 2024-08-01. Current user sentiment is 'overwhelmed', which may impact performance.",Alice,0.02,High,1,2024-08-01,Overwhelmed,task involve critical work shopping mall renovation project task high priority expect complete approximately hour deadline task current user sentiment overwhelmed may impact performance,44,24
T1633,Task 001 of University Dormitory Construction Project 012,"Task 001 involves critical work for the University Dormitory Construction Project 012. This task has a high priority and is expected to be completed in approximately 15 hours. The deadline for this task is 2024-02-29. Current user sentiment is 'focused', which may impact performance.",Frank,1.0,High,15,2024-02-29,Focused,task involve critical work university dormitory construction project task high priority expect complete approximately hour deadline task current user sentiment focused may impact performance,44,24
T1634,Task 002 of University Dormitory Construction Project 012,"Task 002 involves critical work for the University Dormitory Construction Project 012. This task has a high priority and is expected to be completed in approximately 40 hours. The deadline for this task is 2024-02-29. Current user sentiment is 'focused', which may impact performance.",Bob,1.0,High,40,2024-02-29,Focused,task involve critical work university dormitory construction project task high priority expect complete approximately hour deadline task current user sentiment focused may impact performance,44,24
T1635,Task 003 of University Dormitory Construction Project 012,"Task 003 involves critical work for the University Dormitory Construction Project 012. This task has a medium priority and is expected to be completed in approximately 18 hours. The deadline for this task is 2025-06-27. Current user sentiment is 'satisfied', which may impact performance.",Alice,0.98,Medium,18,2025-06-27,Satisfied,task involve critical work university dormitory construction project task medium priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,44,24
T1636,Task 001 of Sports Stadium Upgrade Project 013,"Task 001 involves critical work for the Sports Stadium Upgrade Project 013. This task has a medium priority and is expected to be completed in approximately 12 hours. The deadline for this task is 2024-08-24. Current user sentiment is 'satisfied', which may impact performance.",Alice,1.0,Medium,12,2024-08-24,Satisfied,task involve critical work sport stadium upgrade project task medium priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,44,24
T1637,Task 002 of Sports Stadium Upgrade Project 013,"Task 002 involves critical work for the Sports Stadium Upgrade Project 013. This task has a medium priority and is expected to be completed in approximately 38 hours. The deadline for this task is 2024-07-06. Current user sentiment is 'overwhelmed', which may impact performance.",Bob,0.28,Medium,38,2024-07-06,Overwhelmed,task involve critical work sport stadium upgrade project task medium priority expect complete approximately hour deadline task current user sentiment overwhelmed may impact performance,44,24
T1638,Task 003 of Sports Stadium Upgrade Project 013,"Task 003 involves critical work for the Sports Stadium Upgrade Project 013. This task has a medium priority and is expected to be completed in approximately 6 hours. The deadline for this task is 2024-07-28. Current user sentiment is 'hopeful', which may impact performance.",Alice,0.55,Medium,6,2024-07-28,Hopeful,task involve critical work sport stadium upgrade project task medium priority expect complete approximately hour deadline task current user sentiment hopeful may impact performance,44,24
T1639,Task 001 of Public Library Renovation Project 014,"Task 001 involves critical work for the Public Library Renovation Project 014. This task has a low priority and is expected to be completed in approximately 31 hours. The deadline for this task is 2024-12-20. Current user sentiment is 'anxious', which may impact performance.",Grace,0.1,Low,31,2024-12-20,Anxious,task involve critical work public library renovation project task low priority expect complete approximately hour deadline task current user sentiment anxious may impact performance,44,24
T1640,Task 002 of Public Library Renovation Project 014,"Task 002 involves critical work for the Public Library Renovation Project 014. This task has a low priority and is expected to be completed in approximately 8 hours. The deadline for this task is 2025-01-30. Current user sentiment is 'satisfied', which may impact performance.",Charlie,0.82,Low,8,2025-01-30,Satisfied,task involve critical work public library renovation project task low priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,44,24
T1641,Task 003 of Public Library Renovation Project 014,"Task 003 involves critical work for the Public Library Renovation Project 014. This task has a medium priority and is expected to be completed in approximately 6 hours. The deadline for this task is 2024-12-29. Current user sentiment is 'overwhelmed', which may impact performance.",Charlie,0.22,Medium,6,2024-12-29,Overwhelmed,task involve critical work public library renovation project task medium priority expect complete approximately hour deadline task current user sentiment overwhelmed may impact performance,44,24
T1642,Task 001 of Building a Park Project 015,"Task 001 involves critical work for the Building a Park Project 015. This task has a high priority and is expected to be completed in approximately 8 hours. The deadline for this task is 2024-04-19. Current user sentiment is 'focused', which may impact performance.",Ivy,1.0,High,8,2024-04-19,Focused,task involve critical work building park project task high priority expect complete approximately hour deadline task current user sentiment focused may impact performance,44,23
T1643,Task 002 of Building a Park Project 015,"Task 002 involves critical work for the Building a Park Project 015. This task has a medium priority and is expected to be completed in approximately 4 hours. The deadline for this task is 2024-04-19. Current user sentiment is 'satisfied', which may impact performance.",Charlie,1.0,Medium,4,2024-04-19,Satisfied,task involve critical work building park project task medium priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,44,23
T1644,Task 003 of Building a Park Project 015,"Task 003 involves critical work for the Building a Park Project 015. This task has a high priority and is expected to be completed in approximately 22 hours. The deadline for this task is 2024-04-19. Current user sentiment is 'relieved', which may impact performance.",Bob,1.0,High,22,2024-04-19,Relieved,task involve critical work building park project task high priority expect complete approximately hour deadline task current user sentiment relieve may impact performance,44,23
T1645,Task 001 of Renovation of a School Project 016,"Task involves critical work for the General Project. This task has a medium priority and is expected to be completed in approximately 5 hours. The deadline for this task is 2024-09-25. Current user sentiment is 'satisfied', which may impact performance.",Bob,1.0,Medium,5,2024-09-25,Satisfied,task involve critical work general project task medium priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,40,22
T1646,Task 002 of Renovation of a School Project 016,"Task involves critical work for the General Project. This task has a high priority and is expected to be completed in approximately 27 hours. The deadline for this task is 2024-10-22. Current user sentiment is 'cautious', which may impact performance.",Eve,0.38,High,27,2024-10-22,Cautious,task involve critical work general project task high priority expect complete approximately hour deadline task current user sentiment cautious may impact performance,40,22
T1647,Task 003 of Renovation of a School Project 016,"Task involves critical work for the General Project. This task has a medium priority and is expected to be completed in approximately 25 hours. The deadline for this task is 2024-09-15. Current user sentiment is 'cautious', which may impact performance.",Eve,0.55,Medium,25,2024-09-15,Cautious,task involve critical work general project task medium priority expect complete approximately hour deadline task current user sentiment cautious may impact performance,40,22
